&GShkar          ->&w2   &G-&w  17   &G   Rvnum: 10300   Sea-elf Conjurer
&GBlack          ->&w15  &G-&w  21   &G   Rvnum: 540     Dwarf Ranger
&GKarl           ->&w39  &G-&w  34   &G   Rvnum: 4609    Ghoul Ranger
&GBarriac        ->&w3   &G-&w  17   &G   Rvnum: 10384   Human Monk
&GBarriac        ->&w4   &G-&w  17   &G   Rvnum: 10404   Human Monk
&GAaron          ->&w8   &G-&w  19   &G   Rvnum: 21030   Ghoul Conjurer
&GKarl           ->&w40  &G-&w  35   &G   Rvnum: 4608    Ghoul Ranger
&GKaltar         ->&w19  &G-&w  25   &G   Rvnum: 5132    Goblin Diabolist
&GAaron          ->&w9   &G-&w  20   &G   Rvnum: 1249    Ghoul Conjurer
&GKarl           ->&w41  &G-&w  36   &G   Rvnum: 8012    Ghoul Ranger
&GSkyle          ->&w2   &G-&w  17   &G   Rvnum: 10300   Human Mage
&GSkyle          ->&w3   &G-&w  17   &G   Rvnum: 10370   Human Mage
&GSkyle          ->&w4   &G-&w  17   &G   Rvnum: 10386   Human Mage
&GAaron          ->&w10  &G-&w  21   &G   Rvnum: 21104   Ghoul Conjurer
&GSkyle          ->&w5   &G-&w  17   &G   Rvnum: 10336   Human Mage
&GMedemos        ->&w2   &G-&w  17   &G   Rvnum: 10300   Drow Thug
&GMedemos        ->&w3   &G-&w  17   &G   Rvnum: 10347   Drow Thug
&GMedemos        ->&w4   &G-&w  17   &G   Rvnum: 10350   Drow Thug
&GKarl           ->&w42  &G-&w  36   &G   Rvnum: 4608    Ghoul Ranger
&GKarl           ->&w43  &G-&w  37   &G   Rvnum: 4605    Ghoul Ranger
&GKarl           ->&w44  &G-&w  38   &G   Rvnum: 4610    Ghoul Ranger
&GVlad           ->&w42  &G-&w  85   &G   Rvnum: 4605    Ghoul Bishop
&GShane          ->&w26  &G-&w  76   &G   Rvnum: 2531    Ghoul Bishop
&GAahz           ->&w17  &G-&w  51   &G   Rvnum: 4608    Lizardman Bishop
&GGremio         ->&w2   &G-&w  17   &G   Rvnum: 10300   Wolfen Warrior
&GAahz           ->&w18  &G-&w  52   &G   Rvnum: 4605    Lizardman Bishop
&GAahz           ->&w19  &G-&w  52   &G   Rvnum: 4603    Lizardman Bishop
&GTynghall       ->&w2   &G-&w  17   &G   Rvnum: 10300   Goblin Jester
&GAahz           ->&w20  &G-&w  52   &G   Rvnum: 4609    Lizardman Bishop
&GAahz           ->&w21  &G-&w  53   &G   Rvnum: 4609    Lizardman Bishop
&GBlack          ->&w16  &G-&w  21   &G   Rvnum: 536     Dwarf Ranger
&GSherav         ->&w2   &G-&w  17   &G   Rvnum: 10300   Dwarf Warrior
&GSherav         ->&w3   &G-&w  17   &G   Rvnum: 10341   Dwarf Warrior
&GBarack         ->&w2   &G-&w  17   &G   Rvnum: 10300   Half-elf Warrior
&GRenegade       ->&w2   &G-&w  17   &G   Rvnum: 10300   Human Ranger
&GBarack         ->&w3   &G-&w  17   &G   Rvnum: 10341   Half-elf Warrior
&GBarack         ->&w4   &G-&w  17   &G   Rvnum: 10361   Half-elf Warrior
&GPazuzu         ->&w2   &G-&w  17   &G   Rvnum: 10300   Human Mage
&GPazuzu         ->&w3   &G-&w  17   &G   Rvnum: 10384   Human Mage
&GPazuzu         ->&w4   &G-&w  17   &G   Rvnum: 10381   Human Mage
&GPazuzu         ->&w5   &G-&w  17   &G   Rvnum: 21010   Human Mage
&GKarl           ->&w45  &G-&w  38   &G   Rvnum: 4610    Ghoul Ranger
&GPazuzu         ->&w6   &G-&w  17   &G   Rvnum: 21063   Human Mage
&GAahz           ->&w22  &G-&w  53   &G   Rvnum: 7228    Lizardman Bishop
&GDahlia         ->&w24  &G-&w  31   &G   Rvnum: 9879    Pixie Mage
&GKaltar         ->&w20  &G-&w  26   &G   Rvnum: 9855    Goblin Diabolist
&GKarl           ->&w46  &G-&w  40   &G   Rvnum: 4607    Ghoul Ranger
&GKarl           ->&w47  &G-&w  41   &G   Rvnum: 4607    Ghoul Ranger
&GKry            ->&w2   &G-&w  17   &G   Rvnum: 10300   Half-orc Warrior
&GKry            ->&w3   &G-&w  17   &G   Rvnum: 10339   Half-orc Warrior
&GKry            ->&w4   &G-&w  17   &G   Rvnum: 10371   Half-orc Warrior
&GKarl           ->&w48  &G-&w  41   &G   Rvnum: 4605    Ghoul Ranger
&GAraethz        ->&w2   &G-&w  17   &G   Rvnum: 10300   Drow Warrior
&GAraethz        ->&w3   &G-&w  17   &G   Rvnum: 10384   Drow Warrior
&GAraethz        ->&w4   &G-&w  17   &G   Rvnum: 10376   Drow Warrior
&GAraethz        ->&w5   &G-&w  17   &G   Rvnum: 21012   Drow Warrior
&GAahz           ->&w23  &G-&w  53   &G   Rvnum: 4606    Lizardman Bishop
&GPain           ->&w30  &G-&w  34   &G   Rvnum: 3805    Ghoul Mage
&GDefari         ->&w2   &G-&w  17   &G   Rvnum: 10300   Ghoul Warrior
&GAahz           ->&w24  &G-&w  54   &G   Rvnum: 21034   Lizardman Bishop
&GSjin           ->&w2   &G-&w  17   &G   Rvnum: 10300   Wolfen Thug
&GSjin           ->&w3   &G-&w  17   &G   Rvnum: 10364   Wolfen Thug
&GSjai           ->&w2   &G-&w  17   &G   Rvnum: 10300   Ghoul Diabolist
&GSjai           ->&w3   &G-&w  17   &G   Rvnum: 10374   Ghoul Diabolist
&GSjai           ->&w4   &G-&w  17   &G   Rvnum: 10372   Ghoul Diabolist
&GJester         ->&w2   &G-&w  17   &G   Rvnum: 10300   Gith Diabolist
&GSjai           ->&w5   &G-&w  17   &G   Rvnum: 660     Ghoul Diabolist
&GSjai           ->&w6   &G-&w  17   &G   Rvnum: 464     Ghoul Diabolist
&GJester         ->&w3   &G-&w  17   &G   Rvnum: 10376   Gith Diabolist
&GSjai           ->&w7   &G-&w  17   &G   Rvnum: 10839   Ghoul Diabolist
&GSjai           ->&w8   &G-&w  17   &G   Rvnum: 667     Ghoul Diabolist
&GDipstick       ->&w2   &G-&w  17   &G   Rvnum: 10300   Half-troll Thug
&GDipstick       ->&w3   &G-&w  17   &G   Rvnum: 10308   Half-troll Thug
&GDipstick       ->&w4   &G-&w  17   &G   Rvnum: 10431   Half-troll Thug
&GDaeron         ->&w2   &G-&w  17   &G   Rvnum: 10300   Dwarf Warrior
&GAahz           ->&w25  &G-&w  55   &G   Rvnum: 7215    Lizardman Bishop
&GKarl           ->&w49  &G-&w  42   &G   Rvnum: 8027    Ghoul Ranger
&GAahz           ->&w26  &G-&w  55   &G   Rvnum: 21118   Lizardman Bishop
&GKarl           ->&w50  &G-&w  43   &G   Rvnum: 4577    Ghoul Ranger
&GKrill          ->&w2   &G-&w  17   &G   Rvnum: 10300   Gnome Ranger
&GKrill          ->&w3   &G-&w  17   &G   Rvnum: 10390   Gnome Ranger
&GKrill          ->&w4   &G-&w  17   &G   Rvnum: 10361   Gnome Ranger
&GKrill          ->&w5   &G-&w  17   &G   Rvnum: 10380   Gnome Ranger
&GKrill          ->&w6   &G-&w  17   &G   Rvnum: 1020    Gnome Ranger
&GHagur          ->&w2   &G-&w  17   &G   Rvnum: 10300   Human Shaman
&GKaltar         ->&w21  &G-&w  27   &G   Rvnum: 5133    Goblin Diabolist
&GThatcher       ->&w26  &G-&w  56   &G   Rvnum: 4115    Minotaur Shaman
&GOlath          ->&w2   &G-&w  17   &G   Rvnum: 10300   Halfling Druid
&GSin            ->&w2   &G-&w  17   &G   Rvnum: 10300   Pixie Mage
&GPain           ->&w31  &G-&w  36   &G   Rvnum: 3826    Ghoul Mage
&GMouse          ->&w2   &G-&w  17   &G   Rvnum: 10300   Ghoul Thief
&GAahz           ->&w27  &G-&w  56   &G   Rvnum: 4608    Lizardman Bishop
&GAaron          ->&w11  &G-&w  22   &G   Rvnum: 5132    Ghoul Conjurer
&GKol            ->&w2   &G-&w  17   &G   Rvnum: 10300   Pixie Cleric
&GPylindra       ->&w2   &G-&w  17   &G   Rvnum: 10300   Ghoul Ranger
&GPylindra       ->&w3   &G-&w  17   &G   Rvnum: 10388   Ghoul Ranger
&GPylindra       ->&w4   &G-&w  17   &G   Rvnum: 10377   Ghoul Ranger
&GPylindra       ->&w5   &G-&w  17   &G   Rvnum: 10363   Ghoul Ranger
&GPylindra       ->&w6   &G-&w  17   &G   Rvnum: 1266    Ghoul Ranger
&GPylindra       ->&w7   &G-&w  17   &G   Rvnum: 1244    Ghoul Ranger
&GPylindra       ->&w8   &G-&w  17   &G   Rvnum: 1257    Ghoul Ranger
&GPylindra       ->&w9   &G-&w  17   &G   Rvnum: 1220    Ghoul Ranger
&GBen            ->&w2   &G-&w  17   &G   Rvnum: 10300   Elf Thief
&GKrill          ->&w2   &G-&w  17   &G   Rvnum: 10300   Goblin Mage
&GFistandan      ->&w30  &G-&w  57   &G   Rvnum: 10014   Drow Archmagi
&GKrill          ->&w3   &G-&w  17   &G   Rvnum: 10335   Goblin Mage
&GKrill          ->&w4   &G-&w  17   &G   Rvnum: 10361   Goblin Mage
&GKrill          ->&w5   &G-&w  17   &G   Rvnum: 10380   Goblin Mage
&GGrunty         ->&w2   &G-&w  17   &G   Rvnum: 10300   Goblin Thief
&GKrill          ->&w6   &G-&w  17   &G   Rvnum: 1015    Goblin Mage
&GGrunty         ->&w3   &G-&w  17   &G   Rvnum: 10352   Goblin Thief
&GKrill          ->&w7   &G-&w  17   &G   Rvnum: 1081    Goblin Mage
&GGrunty         ->&w4   &G-&w  17   &G   Rvnum: 10354   Goblin Thief
&GGrunty         ->&w5   &G-&w  17   &G   Rvnum: 1057    Goblin Thief
&GKrill          ->&w8   &G-&w  17   &G   Rvnum: 1019    Goblin Mage
&GGrunty         ->&w6   &G-&w  17   &G   Rvnum: 1021    Goblin Thief
&GDipstick       ->&w5   &G-&w  17   &G   Rvnum: 10308   Half-troll Thug
&GGrunty         ->&w7   &G-&w  17   &G   Rvnum: 10810   Goblin Thief
&GKrill          ->&w9   &G-&w  18   &G   Rvnum: 10849   Goblin Mage
&GSandman        ->&w2   &G-&w  17   &G   Rvnum: 10300   Minotaur Shaman
&GSandman        ->&w3   &G-&w  17   &G   Rvnum: 10383   Minotaur Shaman
&GSandman        ->&w4   &G-&w  17   &G   Rvnum: 10380   Minotaur Shaman
&GGrunty         ->&w8   &G-&w  17   &G   Rvnum: 10980   Goblin Thief
&GAndre          ->&w2   &G-&w  17   &G   Rvnum: 10300   Human Jester
&GAndre          ->&w3   &G-&w  17   &G   Rvnum: 10385   Human Jester
&GKrill          ->&w10  &G-&w  18   &G   Rvnum: 673     Goblin Mage
&GAndre          ->&w4   &G-&w  17   &G   Rvnum: 10373   Human Jester
&GAndre          ->&w5   &G-&w  17   &G   Rvnum: 10384   Human Jester
&GVlad           ->&w43  &G-&w  88   &G   Rvnum: 1438    Ghoul Bishop
&GKrill          ->&w11  &G-&w  19   &G   Rvnum: 5136    Goblin Mage
&GKrill          ->&w12  &G-&w  19   &G   Rvnum: 5132    Goblin Mage
&GKrill          ->&w13  &G-&w  20   &G   Rvnum: 5141    Goblin Mage
&GKrill          ->&w14  &G-&w  20   &G   Rvnum: 5132    Goblin Mage
&GPylindra       ->&w10  &G-&w  18   &G   Rvnum: 670     Ghoul Ranger
&GDuras          ->&w31  &G-&w  34   &G   Rvnum: 5138    Ghoul Druid
&GCelestron      ->&w23  &G-&w  27   &G   Rvnum: 8043    Half-elf Cleric
&GPain           ->&w32  &G-&w  38   &G   Rvnum: 3822    Ghoul Mage
&GCelestron      ->&w24  &G-&w  27   &G   Rvnum: 8016    Half-elf Cleric
&GKalatis        ->&w20  &G-&w  64   &G   Rvnum: 9879    Half-elf Thief
&GCelestron      ->&w25  &G-&w  28   &G   Rvnum: 8029    Half-elf Cleric
&GPain           ->&w33  &G-&w  38   &G   Rvnum: 3821    Ghoul Mage
&GCelestron      ->&w26  &G-&w  30   &G   Rvnum: 2469    Half-elf Cleric
&GSjai           ->&w9   &G-&w  17   &G   Rvnum: 416     Ghoul Diabolist
&GKrill          ->&w15  &G-&w  20   &G   Rvnum: 5140    Goblin Mage
&GKrill          ->&w16  &G-&w  20   &G   Rvnum: 5135    Goblin Mage
&GKalatis        ->&w21  &G-&w  67   &G   Rvnum: 9882    Half-elf Thief
&GKrill          ->&w17  &G-&w  20   &G   Rvnum: 5138    Goblin Mage
&GSjai           ->&w10  &G-&w  18   &G   Rvnum: 451     Ghoul Diabolist
&GNewguy         ->&w2   &G-&w  17   &G   Rvnum: 10300   Human Mage
&GGileriar'derision  ->&w2   &G-&w  17   &G   Rvnum: 10300   Human Mage
&GGileriar'derision  ->&w2   &G-&w  17   &G   Rvnum: 10300   Human Mage
&GGileriar'derision  ->&w2   &G-&w  17   &G   Rvnum: 10300   Human Mage
&GGileriar'derisio  ->&w2   &G-&w  17   &G   Rvnum: 10300   Human Mage
&GGileriar'derisio  ->&w2   &G-&w  17   &G   Rvnum: 10300   Human Mage
&GLier           ->&w2   &G-&w  17   &G   Rvnum: 10300   Human Shaman
&GHilse          ->&w2   &G-&w  17   &G   Rvnum: 10300   Human Mage
&GKrill          ->&w18  &G-&w  21   &G   Rvnum: 5139    Goblin Mage
&GKrill          ->&w19  &G-&w  22   &G   Rvnum: 5140    Goblin Mage
&GKrill          ->&w20  &G-&w  22   &G   Rvnum: 8039    Goblin Mage
&GYoda           ->&w23  &G-&w  46   &G   Rvnum: 3820    Goblin Mage
&GKrill          ->&w21  &G-&w  22   &G   Rvnum: 3843    Goblin Mage
&GKrill          ->&w22  &G-&w  23   &G   Rvnum: 3845    Goblin Mage
&GKalatis        ->&w22  &G-&w  69   &G   Rvnum: 3840    Half-elf Thief
&GPylindra       ->&w11  &G-&w  18   &G   Rvnum: 412     Ghoul Ranger
&GPylindra       ->&w12  &G-&w  18   &G   Rvnum: 1853    Ghoul Ranger
&GVlad           ->&w44  &G-&w  92   &G   Rvnum: 21122   Ghoul Bishop
&GKyntrel        ->&w2   &G-&w  17   &G   Rvnum: 10300   Gith Monk
&GKyntrel        ->&w3   &G-&w  17   &G   Rvnum: 10431   Gith Monk
&GKyntrel        ->&w4   &G-&w  17   &G   Rvnum: 10364   Gith Monk
&GSjai           ->&w11  &G-&w  18   &G   Rvnum: 445     Ghoul Diabolist
&GSjai           ->&w12  &G-&w  18   &G   Rvnum: 427     Ghoul Diabolist
&GKrystal        ->&w2   &G-&w  17   &G   Rvnum: 10300   Drow Mage
&GSyll           ->&w2   &G-&w  17   &G   Rvnum: 10300   Half-elf Warrior
&GSyll           ->&w3   &G-&w  17   &G   Rvnum: 10370   Half-elf Warrior
&GSyll           ->&w4   &G-&w  17   &G   Rvnum: 10365   Half-elf Warrior
&GSyll           ->&w5   &G-&w  17   &G   Rvnum: 10375   Half-elf Warrior
&GSyll           ->&w6   &G-&w  17   &G   Rvnum: 10384   Half-elf Warrior
&GPain           ->&w34  &G-&w  40   &G   Rvnum: 3823    Ghoul Mage
&GSjia           ->&w2   &G-&w  17   &G   Rvnum: 10300   Minotaur Thug
&GVlad           ->&w45  &G-&w  94   &G   Rvnum: 14234   Ghoul Bishop
&GSjai           ->&w13  &G-&w  19   &G   Rvnum: 466     Ghoul Diabolist
&GSyll           ->&w7   &G-&w  17   &G   Rvnum: 1066    Half-elf Warrior
&GSjai           ->&w14  &G-&w  20   &G   Rvnum: 1508    Ghoul Diabolist
&GSjai           ->&w15  &G-&w  20   &G   Rvnum: 424     Ghoul Diabolist
&GBlack          ->&w17  &G-&w  23   &G   Rvnum: 21017   Dwarf Ranger
&GPain           ->&w35  &G-&w  41   &G   Rvnum: 3814    Ghoul Mage
&GCarlynne       ->&w2   &G-&w  17   &G   Rvnum: 10300   Human Jester
&GCarlynne       ->&w3   &G-&w  17   &G   Rvnum: 10366   Human Jester
&GAahz           ->&w28  &G-&w  56   &G   Rvnum: 1039    Lizardman Bishop
&GAahz           ->&w29  &G-&w  57   &G   Rvnum: 1027    Lizardman Bishop
&GBoril          ->&w2   &G-&w  17   &G   Rvnum: 10300   Dwarf Warrior
&GEllipsis       ->&w7   &G-&w  18   &G   Rvnum: 1081    Wolfen Druid
&GAahz           ->&w30  &G-&w  57   &G   Rvnum: 4608    Lizardman Bishop
&GWratha         ->&w2   &G-&w  17   &G   Rvnum: 10300   Drow Mage
&GWratha         ->&w3   &G-&w  17   &G   Rvnum: 10338   Drow Mage
&GWratha         ->&w4   &G-&w  17   &G   Rvnum: 10364   Drow Mage
&GWratha         ->&w5   &G-&w  17   &G   Rvnum: 10363   Drow Mage
&GWratha         ->&w6   &G-&w  17   &G   Rvnum: 5130    Drow Mage
&GWratha         ->&w7   &G-&w  17   &G   Rvnum: 668     Drow Mage
&GMaya           ->&w2   &G-&w  17   &G   Rvnum: 10300   Wolfen Warrior
&GMaya           ->&w3   &G-&w  17   &G   Rvnum: 10340   Wolfen Warrior
&GMaya           ->&w4   &G-&w  17   &G   Rvnum: 10339   Wolfen Warrior
&GAdietu         ->&w2   &G-&w  17   &G   Rvnum: 10300   Ghoul Shaman
&GAdietu         ->&w3   &G-&w  17   &G   Rvnum: 10444   Ghoul Shaman
&GAdietu         ->&w4   &G-&w  17   &G   Rvnum: 10375   Ghoul Shaman
&GAdietu         ->&w5   &G-&w  17   &G   Rvnum: 10378   Ghoul Shaman
&GTzi            ->&w2   &G-&w  17   &G   Rvnum: 10300   Ghoul Monk
&GTzi            ->&w3   &G-&w  17   &G   Rvnum: 10403   Ghoul Monk
&GTzi            ->&w4   &G-&w  17   &G   Rvnum: 10385   Ghoul Monk
&GTzi            ->&w5   &G-&w  17   &G   Rvnum: 10383   Ghoul Monk
&GKyntrel        ->&w5   &G-&w  17   &G   Rvnum: 10376   Gith Monk
&GKyntrel        ->&w6   &G-&w  17   &G   Rvnum: 10423   Gith Monk
&GAsh            ->&w2   &G-&w  17   &G   Rvnum: 10300   Human Conjurer
&GBlack          ->&w18  &G-&w  23   &G   Rvnum: 8029    Dwarf Ranger
&GBlack          ->&w19  &G-&w  24   &G   Rvnum: 8099    Dwarf Ranger
&GBlack          ->&w20  &G-&w  24   &G   Rvnum: 3808    Dwarf Ranger
&GHagrim         ->&w2   &G-&w  17   &G   Rvnum: 10300   Dwarf Warrior
&GAkthor         ->&w11  &G-&w  19   &G   Rvnum: 21010   Drow Diabolist
&GAlexander      ->&w2   &G-&w  17   &G   Rvnum: 10300   Human Thief
&GAkthor         ->&w12  &G-&w  20   &G   Rvnum: 21014   Drow Diabolist
&GAlexander      ->&w3   &G-&w  17   &G   Rvnum: 10353   Human Thief
&GAahz           ->&w2   &G-&w  59   &G   Rvnum: 3673    Lizardman Bishop
&GCelestron      ->&w27  &G-&w  31   &G   Rvnum: 8018    Half-elf Cleric
&GAlexander      ->&w4   &G-&w  17   &G   Rvnum: 10354   Human Thief
&GAlexander      ->&w5   &G-&w  17   &G   Rvnum: 10366   Human Thief
&GOkrutniki      ->&w2   &G-&w  17   &G   Rvnum: 10300   Wolfen Ranger
&GOkrutniki      ->&w3   &G-&w  17   &G   Rvnum: 10390   Wolfen Ranger
&GOkrutniki      ->&w4   &G-&w  17   &G   Rvnum: 10377   Wolfen Ranger
&GAlexander      ->&w6   &G-&w  18   &G   Rvnum: 304     Human Thief
&GOkrutniki      ->&w5   &G-&w  18   &G   Rvnum: 10366   Wolfen Ranger
&GOkrutniki      ->&w6   &G-&w  18   &G   Rvnum: 1212    Wolfen Ranger
&GBlack          ->&w21  &G-&w  24   &G   Rvnum: 3834    Dwarf Ranger
&GBijaz          ->&w2   &G-&w  17   &G   Rvnum: 10300   Wolfen Warrior
&GBijaz          ->&w3   &G-&w  17   &G   Rvnum: 10342   Wolfen Warrior
&GBijaz          ->&w4   &G-&w  17   &G   Rvnum: 10363   Wolfen Warrior
&GBijaz          ->&w5   &G-&w  17   &G   Rvnum: 10383   Wolfen Warrior
&GOlyos          ->&w2   &G-&w  17   &G   Rvnum: 10300   Ghoul Jester
&GOlyos          ->&w3   &G-&w  17   &G   Rvnum: 10372   Ghoul Jester
&GOlyos          ->&w4   &G-&w  17   &G   Rvnum: 10365   Ghoul Jester
&GOlyos          ->&w5   &G-&w  17   &G   Rvnum: 10395   Ghoul Jester
&GOlyos          ->&w6   &G-&w  17   &G   Rvnum: 10385   Ghoul Jester
&GOlyos          ->&w7   &G-&w  17   &G   Rvnum: 10868   Ghoul Jester
&GOlyos          ->&w8   &G-&w  17   &G   Rvnum: 10849   Ghoul Jester
&GOlyos          ->&w9   &G-&w  17   &G   Rvnum: 1089    Ghoul Jester
&GPain           ->&w36  &G-&w  48   &G   Rvnum: 2292    Ghoul Mage
&GAahz           ->&w3   &G-&w  60   &G   Rvnum: 21020   Lizardman Bishop
&GOkrutniki      ->&w7   &G-&w  18   &G   Rvnum: 1210    Wolfen Ranger
&GBlack          ->&w22  &G-&w  25   &G   Rvnum: 3822    Dwarf Ranger
&GOkrutniki      ->&w8   &G-&w  19   &G   Rvnum: 1209    Wolfen Ranger
&GOkrutniki      ->&w9   &G-&w  19   &G   Rvnum: 1267    Wolfen Ranger
&GKillia         ->&w2   &G-&w  17   &G   Rvnum: 10300   Human Diabolist
&GKrill          ->&w23  &G-&w  26   &G   Rvnum: 3833    Goblin Mage
&GSummit         ->&w2   &G-&w  17   &G   Rvnum: 10300   Gith Monk
&GSummit         ->&w3   &G-&w  17   &G   Rvnum: 10363   Gith Monk
&GSummit         ->&w4   &G-&w  17   &G   Rvnum: 10367   Gith Monk
&GKrill          ->&w24  &G-&w  27   &G   Rvnum: 5138    Goblin Mage
&GSummit         ->&w5   &G-&w  17   &G   Rvnum: 1214    Gith Monk
&GDRewber        ->&w2   &G-&w  17   &G   Rvnum: 10300   Ghoul Diabolist
&GScias          ->&w2   &G-&w  17   &G   Rvnum: 10300   Gith Monk
&GScias          ->&w3   &G-&w  17   &G   Rvnum: 10405   Gith Monk
&GScias          ->&w4   &G-&w  17   &G   Rvnum: 10430   Gith Monk
&GScias          ->&w5   &G-&w  17   &G   Rvnum: 10385   Gith Monk
&GDuras          ->&w32  &G-&w  35   &G   Rvnum: 5129    Ghoul Druid
&GOlympia        ->&w2   &G-&w  17   &G   Rvnum: 10300   Gith Diabolist
&GOlympia        ->&w3   &G-&w  17   &G   Rvnum: 10361   Gith Diabolist
&GOlympia        ->&w4   &G-&w  17   &G   Rvnum: 10361   Gith Diabolist
&GOlympia        ->&w5   &G-&w  17   &G   Rvnum: 10431   Gith Diabolist
&GOlympia        ->&w6   &G-&w  17   &G   Rvnum: 1240    Gith Diabolist
&GSheldon        ->&w2   &G-&w  17   &G   Rvnum: 10300   Human Warrior
&GBrolly         ->&w32  &G-&w  30   &G   Rvnum: 3813    Gith Monk
&GAlexander      ->&w7   &G-&w  19   &G   Rvnum: 9809    Human Thief
&GReaver         ->&w41  &G-&w  191  &G   Rvnum: 866     Half-elf Monk
&GLexia          ->&w2   &G-&w  17   &G   Rvnum: 10300   Ghoul Warrior
&GLexia          ->&w3   &G-&w  17   &G   Rvnum: 10361   Ghoul Warrior
&GLexia          ->&w4   &G-&w  17   &G   Rvnum: 10361   Ghoul Warrior
&GLexia          ->&w5   &G-&w  17   &G   Rvnum: 10374   Ghoul Warrior
&GVincent Noro   ->&w2   &G-&w  17   &G   Rvnum: 10300   Ghoul Mage
&GVincent Noro   ->&w3   &G-&w  17   &G   Rvnum: 10361   Ghoul Mage
&GVincent Noro   ->&w4   &G-&w  17   &G   Rvnum: 10361   Ghoul Mage
&GVincent Noro   ->&w5   &G-&w  17   &G   Rvnum: 10370   Ghoul Mage
&GVincent Noro   ->&w6   &G-&w  17   &G   Rvnum: 10396   Ghoul Mage
&GVincent Noro   ->&w7   &G-&w  17   &G   Rvnum: 21051   Ghoul Mage
&GAlexander      ->&w8   &G-&w  20   &G   Rvnum: 9809    Human Thief
&GVincent Noro   ->&w8   &G-&w  17   &G   Rvnum: 1279    Ghoul Mage
&GAdel           ->&w2   &G-&w  17   &G   Rvnum: 10300   Pixie Mage
&GAdel           ->&w3   &G-&w  17   &G   Rvnum: 963     Pixie Mage
&GAdel           ->&w4   &G-&w  17   &G   Rvnum: 10385   Pixie Mage
&GAdel           ->&w5   &G-&w  17   &G   Rvnum: 10378   Pixie Mage
&GBlack          ->&w23  &G-&w  25   &G   Rvnum: 3834    Dwarf Ranger
&GAlexander      ->&w9   &G-&w  21   &G   Rvnum: 21118   Human Thief
&GOlyos          ->&w10  &G-&w  18   &G   Rvnum: 671     Ghoul Jester
&GKenaz          ->&w2   &G-&w  17   &G   Rvnum: 10300   Goblin Thief
&GKenaz          ->&w3   &G-&w  17   &G   Rvnum: 10373   Goblin Thief
&GKenaz          ->&w4   &G-&w  17   &G   Rvnum: 10368   Goblin Thief
&GKenaz          ->&w5   &G-&w  17   &G   Rvnum: 10375   Goblin Thief
&GKenaz          ->&w6   &G-&w  17   &G   Rvnum: 10373   Goblin Thief
&GPain           ->&w37  &G-&w  54   &G   Rvnum: 21124   Ghoul Mage
&GBorat          ->&w2   &G-&w  17   &G   Rvnum: 10300   Human Shaman
&GBorat          ->&w3   &G-&w  17   &G   Rvnum: 10374   Human Shaman
&GNewbie Aid     ->&w2   &G-&w  17   &G   Rvnum: 10300   Ghoul Warrior
&GBorat          ->&w4   &G-&w  17   &G   Rvnum: 10430   Human Shaman
&GAja            ->&w2   &G-&w  17   &G   Rvnum: 10300   Ghoul Conjurer
&GCelestron      ->&w28  &G-&w  31   &G   Rvnum: 21028   Half-elf Cleric
&GAja            ->&w3   &G-&w  17   &G   Rvnum: 10361   Ghoul Conjurer
&GAlchem         ->&w2   &G-&w  17   &G   Rvnum: 10300   Drow Monk
&GTristen        ->&w2   &G-&w  17   &G   Rvnum: 10300   Human Jester
&GKenaz          ->&w7   &G-&w  17   &G   Rvnum: 1259    Goblin Thief
&GTristen        ->&w3   &G-&w  17   &G   Rvnum: 10378   Human Jester
&GKrill          ->&w25  &G-&w  28   &G   Rvnum: 5132    Goblin Mage
&GTristen        ->&w4   &G-&w  17   &G   Rvnum: 10365   Human Jester
&GTristen        ->&w5   &G-&w  17   &G   Rvnum: 10381   Human Jester
